0,1
The General Manager,The General Manager
Corporate Relations Department,Listing Department
BSE Ltd.,National Stock Exchange of India Ltd.
"1stFloor, New Trading Ring","""Exchange Plaza”, C-1, Block ’G’"
Phiroze Jeejeebhoy Towers,Bandra-Kurla Complex
Dalai Street,Bandra (East)
MUMBAI: 400 001,MUMBAI: 400 051
Company Code No.: 530001,Company Code No.: GUJALKALI
