0,1
BOMBAY STOCK EXCHANGE LIMITEDPHIROZE JEEJEEBHOY TOWERSDALAL STREETMUMBAI-400001,"NATIONAL STOCK EXCHANGE OFINDIA LIMITED""EXCHANGE PLAZA""BANDRA KURLA COMPLEXBANDRA (E)MUMBAI - 400051"
Scrip Code: 522074,Scrip Code: ELGIEQUIP
