0,1
"BSE LimitedPhiroze JeeJeeBhoy Towers,Dalai Street,Mumbai - 400 001","National Stock Exchange of India Ltd.,“Exchange Plaza”,5thFloor, Plot No. C-1, G Block,Bandra-Kurla Complex, Bandra (E)Mumbai - 400 051"
SCRIP CODE : 523367,SCRIP CODE : DCMSHRIRAM
