0,1
"The ManagerListing DepartmentNational Stock Exchange of India LimitedExchange Plaza, Plot No. C/1, G BlockBandra Kurla Complex, Bandra (E)Mumbai - 400 051",The ManagerListing DepartmentBSE LimitedPhiroze Jeejeebhoy TowersDalai StreetMumbai - 400 001
Scrip Code:- TRIDENT,Scrip Code:- 521064
